,alamat_jalan,batas_barat,batas_selatan,batas_timur,batas_utara,bujur,cagar_budaya_id,desa_kelurahan,kabupaten_kota,kecamatan,kode_pengelolaan,lintang,nama,nomor_penetapan,pemilik,pengelola,propinsi,tanggal_penetapan
68,Pasar Ikan No. 1,Jl. Pasar Ikan,Jl. Raya Pakin,Sungai Opak,Pasar Ikan dan permukiman penduduk,106.8091940,3BC69308-27BE-4E10-803D-AB51F607EA61,Penjaringan,Kota Jakarta Utara,Kec. Penjaringan,KB000187,-6.1273610,Menara Syahbandar,PM.13/PW.007/MKP/05,Pemda DKI Jakarta,,Prop. D.K.I. Jakarta,2005-04-25 00:00:00.000
69,Pasar Ikan,Kompleks telkom dan tempat parkir,Kompleks pertokoan pasar ikan,Jalan pasar ikan,Jalan pasar ikan dan kompleks Telkom,106.8085940,B9BD2CAA-5765-48BD-BAE8-88B651EA4A15,-,Kota Jakarta Utara,Kec. Penjaringan,KB000134,-6.1269430,"Museum Bahari, bangunan bersejarah peninggalan VOC",0128/M/1988,,,Prop. D.K.I. Jakarta,1988-02-27 00:00:00.000
70,Pasar Ikan,,,,,106.8085940,A17D2865-0DF6-4046-84EA-6C176E2F9B94,-,Kota Jakarta Utara,Kec. Penjaringan,KB000133,-6.1269430,"Museum Bahari, bangunan gedung bersejarah De Uitkijk Post",Kepmen Nomor 0128/M/1988,,,Prop. D.K.I. Jakarta,
71,Fatahillah No. 1,Jl. Pintu Besar Utara,Kantor Pajak,Jl. Lada,Jl. Taman Fatahillah,106.8132930,12876DCD-6A36-434C-ACD9-4D7F67AFE77B,-,Kota Jakarta Barat,Kec. Taman Sari,KB000131,-6.1350610,Museum Fatahillah,0128/M/1988,,,Prop. D.K.I. Jakarta,1988-02-27 00:00:00.000
72,Pos Kota No. 2,Jl. Pos Kota,Jl. Ketumbar,Jl. Kemukus,Jl. Kunir,106.8142050,29A4156B-2F0B-4ADD-970C-45DDBA4D8FE9,-,Kota Jakarta Barat,Kec. Taman Sari,KB000130,-6.1342880,Museum Keramik dan Seni Rupa,0128/M/1988,,,Prop. D.K.I. Jakarta,1988-02-27 00:00:00.000
73,Kenari III/5,Jl. Muhammad Husni Thamrin,"Jl. Raya Kenari II, TK-SD Rumah Kita",Jl. Raya Kenari I,Permukiman penduduk,106.8455560,85C82BE0-B040-4BD6-B237-25DC8B2473DA,Kenari,Kota Jakarta Pusat,Kec. Senen,KB000166,-6.1938890,Museum Muhammad Husni Thamrin,PM.13/PW.007/MKP/05,Pemda DKI Jakarta,,Prop. D.K.I. Jakarta,2005-04-25 00:00:00.000
74,Medan Merdeka Barat No. 12,Perumahan ABRI,Mabes Hankam,Jl. Medan Merdeka Barat,Kantor Pusat Pembinaan Mental ABRI,106.8223320,CBACFA26-DD09-4A84-BF35-0E0B674896B6,-,Kota Jakarta Pusat,Kec. Gambir,KB000129,-6.1764490,Museum Nasional,0128/M/1988,,,Prop. D.K.I. Jakarta,1988-02-27 00:00:00.000
75,Imam Bonjol Nomor 1,Rumah Kediaman Duta Besar Saudi Arabia,Tanah Milik PT Asuransi Jiwasraya,Gereja Khatolik Santo Paulus,Jalan Imam Bonjol,106.8311460,18341959-4AC5-4D5C-A4FA-01CE44A1AE70,-,Kota Jakarta Pusat,Kec. Menteng,KB000145,-6.2003580,Museum Perumusan Naskah Proklamasi,140/M/1998 (253/M/2013),Negara,Museum Perumusan Naskah Proklamasi,Prop. D.K.I. Jakarta,2013-12-27 00:00:00.000
76,Tanah Abang 1 No. 1,"Permukiman penduduk, Jl. Petojo Melintang",Kantor Walikotamadya Jakarta Pusat,Jl. Tanah Abang I,"Perpustakaan umum, Gedung Auditorium KONI",106.8191670,9D58AA77-5304-4952-9590-C1239616CF07,Petojo Selatan,Kota Jakarta Pusat,Kec. Sawah Besar,KB000173,-6.1722220,Museum Taman Prasasti ,PM.13/PW.007/MKP/05,Pemda DKI Jakarta,,Prop. D.K.I. Jakarta,2005-04-25 00:00:00.000
77,K.S. Tubun,Wisma Awiantara dan Kompleks Angkatan Udara,Jl. K.S Tubun,Perumahan penduduk,Perumahan penduduk,106.8096450,FB9BA40A-ECFC-47BF-89F0-D85664C7AA2B,-,Kota Jakarta Barat,Kec. Palmerah,KB000132,-6.1881710,Museum Tekstil,0128/M/1988,,,Prop. D.K.I. Jakarta,1988-02-27 00:00:00.000
78,Pintu Besar Utara No. 27,"Jl. Kali Besar Timur, sungai Kali Besar",Perkantoran,"Jl. Kali Besar Utara, halaman Museum Sejarah Jakarta",Perkantoran,106.8130280,0D3F3336-45FF-434D-B4EC-66C36A784F90,Pinangsia,Kota Jakarta Barat,Kec. Taman Sari,KB000195,-6.1346390,Museum Wayang,PM.13/PW.007/MKP/05,Pemda DKI Jakarta,,Prop. D.K.I. Jakarta,2005-04-25 00:00:00.000
79,Jl. Ampera Raya Nomor 7,-,-,-,-,106.8194910,FFDAD8C8-CBED-4478-8E53-7EAC99834EC5,Cilandak Timur,Kota Jakarta Selatan,Kec. Cilandak,KB000957,-6.2789960,Naskah Proklamasi Kemerdekaan Bangsa Indonesia,255/M/2013,Negara,Arsip Nasional Republik Indonesia,Prop. D.K.I. Jakarta,2013-12-27 00:00:00.000
80,Pasar Ikan,Jl. Museum Bahari,Jl. Menara Museum Bahari,Pantai,"Pertokoan, permukiman",106.8083840,755A1C28-085F-4C54-BFB4-25DEDB8DA75F,-,Kota Jakarta Utara,Kec. Penjaringan,KB000161,-6.1256520,Pasar Ikan Heksagon,237/M/1999,Negara,,Prop. D.K.I. Jakarta,1999-10-04 00:00:00.000
81,-,Laut Jawa,Laut Jawa,Laut Jawa,Laut Jawa,106.7333330,221416F3-E13D-4753-9E6C-8D2FF4B0389F,-,Kab. Kepulauan Seribu,Kec. Kepulauan Seribu Selatan,KB001645,-6.1256390,Pulau Onrust,140/M/1998,,,Prop. D.K.I. Jakarta,1998-06-16 00:00:00.000
82,Sultan Hasanuddin No. 53,Jl. Sultan Hasanuddin,Rumah penduduk,Rumah penduduk,Gedung perkantoran,106.8025000,7E605BD5-21B7-4952-8860-E0B6F7C97609,Melawai,Kota Jakarta Selatan,Kec. Kebayoran Baru,KB000184,-6.2425000,Rumah (Alm) Brigjen D.I. Panjaitan ,PM.13/PW.007/MKP/05,Keluarga D.I Panjaitan,,Prop. D.K.I. Jakarta,2005-04-25 00:00:00.000
83,Pangeran Diponegoro No. 78,Rumah Bpk. Simatupang,"Jl. Diponegoro No. 57, gedung kantor PPP",Kantor Kedutaan Palestina,Apartemen belum jadi,106.8419440,7DCE2366-458D-457C-AA4E-EE7EA8B5C3F3,Menteng,Kota Jakarta Pusat,Kec. Menteng,KB000181,-6.2111110,Rumah Kediaman Muhammad Hatta,PM.13/PW.007/MKP/05,Keluarga,,Prop. D.K.I. Jakarta,2005-04-25 00:00:00.000
84,Raden Saleh No. 40,Pertokoan dan SMPN 1,Jl. Raden Saleh,Masjid Al-Mamur dan Sungai Ciliwung,Permukiman penduduk,106.8419440,5D94CB0E-1406-4E5D-97AB-2B093961C0A0,Cikini,Kota Jakarta Pusat,Kec. Menteng,KB000182,-6.1916670,Rumah Sakit Cikini ,PM.13/PW.007/MKP/05,Yayasan,,Prop. D.K.I. Jakarta,2005-04-25 00:00:00.000
85,-,Rumah penduduk,Empang,Empang,Teluk Jakarta,106.9588510,C1A98CA7-56F0-4269-AA4B-FE405B5ABC54,Marunda,Kota Jakarta Utara,Kec. Cilincing,KB000149,-6.0968520,Rumah Si Pitung di Pantai Marunda,140/M/1998,Pemda DKI Jakarta,,Prop. D.K.I. Jakarta,1998-06-16 00:00:00.000
86,Stasiun Kota,"Jalan stasiun kota, taman stasiun kota",Jl. Jembatan Batu,Pertokoan,"Bank Mandiri, Jl. Lada",106.8043610,3E05451B-B922-491A-AAA5-A6DB59D178BD,Pinangsia,Kota Jakarta Barat,Kec. Taman Sari,KB000196,-6.1471390,Stasiun Kereta Api Jakarta Kota,PM.13/PW.007/MKP/05,PT. Kereta Api Indonesia,,Prop. D.K.I. Jakarta,2005-04-25 00:00:00.000
87,-,Kantor Perumka,Jl. Raya Bekasi Barat,Jalan kereta api,Perumahan penduduk,106.8700190,FE8E3921-FD0F-4CDD-A199-548C6529D31F,Rawa Bangkai,Kota Jakarta Timur,Kec. Jatinegara,KB000122,-6.2152180,Stasiun Kereta Api Jatinegara,011/M/1999,Negara,-,Prop. D.K.I. Jakarta,1999-01-12 00:00:00.000
88,-,Rumah penduduk,Rumah penduduk,Rumah penduduk,Jl. Manggarai Utara I,106.8502620,80FD74E9-AE88-4E9C-802D-4749551BCEA1,Rawa Bunga,Kota Jakarta Timur,Kec. Jatinegara,KB000123,-6.2100050,Stasiun Kereta Api Manggarai,011/M/1999,Negara,-,Prop. D.K.I. Jakarta,1999-01-12 00:00:00.000
89,Enggano,Rel kereta api,Jl. Enggano,Jl. Enggano,Terminal bis Tanjung Priok,106.8821390,53D14483-1AC7-46F5-8DFC-0B170D6DB17F,Tanjung Priok,Kota Jakarta Utara,Kec. Tanjung Priok,KB000190,-6.1104720,Stasiun Kereta Api Tanjung Priok,PM.13/PW.007/MKP/05,PT. Kereta Api Indonesia,,Prop. D.K.I. Jakarta,2005-04-25 00:00:00.000
90,Jl. Medan Merdeka Utara,-,-,-,-,106.8260230,73D29086-B56F-4FA0-9E14-A701C243DF11,Gambir,Kota Jakarta Pusat,Kec. Gambir,KB000948,-6.1709500,Teks Proklamasi Kemerdekaan Bangsa Indonesia,246/M/2013,Negara,Sekretariat Negara Republik Indonesia,Prop. D.K.I. Jakarta,2013-12-27 00:00:00.000
91,Mayor Dasuki,Perkebunan/ tanah kosong,Tanah bekas makam Belanda,Mayor Dasuki,Perkebunan,108.3194440,8F4A9D56-835A-4FA5-A7ED-86D9626B185D,Panganjang,Kab. Indramayu,Kec. Sindang,KB000331,-6.2049440,Asrama Kodim 0616 Indramayu,PM.58/PW.007/MKP/2010,Pemerintah,Kodim 0616,Prop. Jawa Barat,2010-06-22 00:00:00.000
92,Ir. H. Juanda No. 10,Jl. Gedong Sawah III,Perkantoran,Jl. Ir. H. Juanda,Hotel Salak,106.7939490,CD5D072C-8C6A-4BDD-AF85-21D4305F2E09,Pabaton,Kota Bogor,Kec. Kota Bogor Tengah,KB000269,-6.5951730,Balai Kota Bogor,PM.26/PW.007/MKP/2007,Pemerintah Kota Bogor,Pemerintah Kota Bogor,Prop. Jawa Barat,2007-03-26 00:00:00.000
93,Taman Kencana,Jl. Taman Kencana,Jl. Salak,"Jl. Pajajaran, perkantoran, permukiman",Jl. Taman Kencana,106.8022840,975D8111-103F-44FB-B776-3E8CFAEE2A14,Babakan,Kota Bogor,Kec. Kota Bogor Tengah,KB000275,-6.5884640,Balai Penelitian Bio Teknologi Perkebunan Republik Indonesia,PM.26/PW.007/MKP/2007,Pemertintah/PTP,Pemertintah/PTP,Prop. Jawa Barat,2007-03-26 00:00:00.000
94,K. Singawinata No. 23,Jl. K. Singawinata,Stasiun Purwakarta,Stasiun Purwakarta,Perumahan PT. KA (Persero),107.4458890,2BC10A13-7983-4BE6-8149-12BF92232D83,Nagrik Tengah,Kab. Purwakarta,Kec. Purwakarta,KB000329,-6.5528610,Bangunan Gedung Kembar II,PM.58/PW.007/MKP/2010,Pemerintah,Gabungan Initiatif Barisan Anak Siliwangi dan Sekretariat PWI,Prop. Jawa Barat,2010-06-22 00:00:00.000
95,Raya Cipanas-Cianjur,Sungai Citarum,Desa Kutapohaci,Sungai Citarum,Desa Anggadita,107.3606390,A17A414A-7610-4824-BD9A-657A90C9400D,Walahar,Kab. Karawang,Kec. Klari,KB000325,-6.3827220,Bendungan Walahar,PM.58/PW.007/MKP/2010,Pemerintah,Dinas pekerjaan umum,Prop. Jawa Barat,2010-06-22 00:00:00.000
96,Asia Afrika No. 53,Bank Mandiri,Jl. Asia Afrika,Gedung Waskita,Perumahan penduduk,107.6068600,3D35B840-B8A7-48D4-92BD-1EE4335E2A7E,Braga,Kota Bandung,Kec. Sumur Bandung,KB000258,-6.9210290,Gedung Asuransi Jiwasraya,PM.04/PW.007/MKP/2010,PT. Asuransi Jiwasraya,PT. Asuransi Jiwasraya,Prop. Jawa Barat,2010-01-08 00:00:00.000
97,Siliwangi No. 84,Jl. Tanda Barat dan permukiman penduduk,Toko kue dan permukiman penduduk,Jl. Siliwangi dan perkantoran,"Perkantoran, kantor PTKA Daop Cirebon, rumah penduduk",108.5622220,BAFFE290-0A27-4460-86EF-2B8812C72CF0,Kejaksan,Kota Cirebon,Kec. Kejaksan,KB000293,-6.7122220,Gedung Balaikota Cirebon,PM.58/PW.007/MKP/2010,Pemerintah Kota Cirebon,Pemerintah Kota Cirebon,Prop. Jawa Barat,2010-06-22 00:00:00.000
98,Yos Sudarso,Jl. Yos Sudarso,Kantor pos,Taman Ade Irma Suryani,Bank Nasional Indonesia (BNI),108.5750000,006BD2FD-1A0E-4366-9B1C-EC0485A29FC8,Lemahwungkuk,Kota Cirebon,Kec. Lemahwungkuk,KB000307,-6.7205560,Gedung Bank Indonesia Cabang Cirebon,PM.58/PW.007/MKP/2010,Bank Indonesia,Bank Indonesia,Prop. Jawa Barat,2010-06-22 00:00:00.000
99,Asia Afrika No. 51,Jl. Banceuy,Jl. Asia Afrika,Kantor Asuransi Jiwasraya,Pertokoan Banceuy Matahari,107.6078290,F957F484-BD81-4DEB-B5FD-5070D3084FE0,Braga,Kota Bandung,Kec. Sumur Bandung,KB000257,-6.9211670,Gedung Bank Mandiri (eks. Bank Dagang Negara),PM.04/PW.007/MKP/2010,PT. Bank Mandiri,PT. Bank Mandiri,Prop. Jawa Barat,2010-01-08 00:00:00.000
100,Asia Afrika No. 51,Jl. Banceuy,Jl. Asia Afrika,Gedung Jiwasraya,Pertokoan,107.6077600,48C83DDD-24EF-42BD-B7F4-56B9CE06DA69,Braga,Kota Bandung,Kec. Sumur Bandung,KB000259,-6.9211670,Gedung Bank Mandiri (eks. Bank Exim Bandung),PM.04/PW.007/MKP/2010,PT. Bank Mandiri,PT. Bank Mandiri,Prop. Jawa Barat,2010-01-08 00:00:00.000
101,Kantor Cirebon,Jalan Benteng,Jalan kantor,Klenteng Dewi Welas Asih,Pertokoan,108.5653630,3829EC9D-1F53-4943-B540-CAA6BC6ADE9C,Panjunan,Kota Cirebon,Kec. Lemahwungkuk,KB000305,-6.7129590,Gedung Bank Mandiri Cabang Cirebon,PM.58/PW.007/MKP/2010,Bank Mandiri,Bank Mandiri,Prop. Jawa Barat,2010-06-22 00:00:00.000
102,Raya Ciapus,Permukiman penduduk,Permukiman penduduk,Jl. Taman,Jl. Raya Ciapus,106.7547500,7AAF76D6-337F-48D8-840D-EB3F53B0E2B6,Tamansari,Kab. Bogor,Kec. Tamansari,KB000326,-6.6499720,Gedung Blenong,PM.58/PW.007/MKP/2010,H.K.M Meitzi Farre,H.K.M Meitzi Farre,Prop. Jawa Barat,2010-06-22 00:00:00.000
103,Jalak Harupat,Jl. Salak,"Jl. Jalak Harupat, Kebun Raya Bogor","Jl. Pangrango, permukiman","Jl. Pangrango, permukiman",106.8022290,13C84860-CEB2-45E2-B85F-51BD7128A56C,Babakan,Kota Bogor,Kec. Kota Bogor Tengah,KB000273,-6.5925220,Gedung Blenong/Badan Pertanahan Nasional Bogor,PM.26/PW.007/MKP/2007,Badan Pertanahan Nasional Bogor,Badan Pertanahan Nasional Bogor,Prop. Jawa Barat,2007-03-26 00:00:00.000
104,Jalan Kebumen,Jl. Merdeka,Jl. Kebumen dan SMP 16,Taman,Jl. Merdeka,108.5730560,E7515893-46BD-4597-A9A0-DEA1407CC17F,Lemahwungkuk,Kota Cirebon,Kec. Lemahwungkuk,KB000309,-6.7225000,Gedung Bunder Kebumen,PM.58/PW.007/MKP/2010,Pemerintah Kota Cirebon,Pemerintah Kota Cirebon,Prop. Jawa Barat,2010-06-22 00:00:00.000
105,P. Diponegoro No. 59,Gedung Geologi,Jl. Diponegoro,Gedung RRI,Jl. Surapati,107.6228980,1008AD1B-F785-4C54-9863-AEC9302CCEC4,Cihaurgeulis,Kota Bandung,Kec. Coblong,KB000255,-6.9006950,Gedung Dwi Warna,PM.04/PW.007/MKP/2010,Departemen Keuangan RI,Departemen Keuangan RI,Prop. Jawa Barat,2010-01-08 00:00:00.000
106,Mayor Dasuki,Permukiman penduduk,Asrama Kodim 0616,Jl. Mayor Dasuki dan Sungai Cimanuk,Permukiman penduduk,108.3194440,31CE3772-D027-45EC-BA53-14E311DCBE6D,Panganjang,Kab. Indramayu,Kec. Sindang,KB000330,-6.2049440,Gedung Eks. Asisten Residen Indramayu,PM.58/PW.007/MKP/2010,Pemerintah,Kodim 0616,Prop. Jawa Barat,2010-06-22 00:00:00.000
107,Asia Afrika No. 77,Jl. Braga,Jl. Asia Afrika,Dinas Bina Marga,Gedung Badan Pemerintah Daerah,107.6105060,75C2F8EE-3C3E-41F4-B05D-C7F39BCFB514,Braga,Kota Bandung,Kec. Sumur Bandung,KB000262,-6.9214530,Gedung Harian Umum Pikiran Rakyat ,PM.04/PW.007/MKP/2010,Harian Umum Pikiran Rakyat,Harian Umum Pikiran Rakyat,Prop. Jawa Barat,2010-01-08 00:00:00.000
108,-,TK Pertiwi/ Jl. K.H. Syam un,Sungai Cibanten,Polwil Banten,Alun-alun/ Jl. Ki Mas Jong,107.0545930,5C0784A3-A4A8-4C30-AC0B-46AD237A5779,-,Kab. Bekasi,Kec. Tambun Selatan,KB000252,-6.2591240,Gedung Juang 45,PM.02/PW.007/MKP/2010,Pemerintah Provinsi Banten,-,Prop. Jawa Barat,2010-01-08 00:00:00.000
109,Siliwangi No. 1,Jl. Siliwangi,Permukiman,Jl. K. Singawinata,Situ Buleud,107.4471670,E3CDDC25-C868-4A2C-8063-567E8EB8B5B5,Nagri Kidul,Kab. Purwakarta,Kec. Purwakarta,KB000332,-6.5606860,Gedung Karesidenan,PM.58/PW.007/MKP/2010,Pemerintah,BAKORWIL Jawa Barat,Prop. Jawa Barat,2010-06-22 00:00:00.000
110,Ir. H. Juanda No. 4,Permukiman,"Kantor kejaksaan negeri Bogor, gardu PLN",Jl. Ir. H. Juanda,"Perkantoran, TK-SD Regina Pacis, DENPON",106.7951330,CD26D19D-AD88-4150-BB1A-2C2A080F2596,Pabaton,Kota Bogor,Kec. Kota Bogor Tengah,KB000270,-6.5936370,Gedung Karesidenan Bogor,PM.26/PW.007/MKP/2007,Pemerintah Kota Bogor,Pemerintah Kota Bogor,Prop. Jawa Barat,2007-03-26 00:00:00.000
111,Siliwangi No. 14,Asrama polisi dan asrama transmigrasi,"Jl. Krucuk, lapangan bola dan rumah penduduk","Jl. Siliwangi, taman, rumah penduduk","Jl. Siliwangi, pertokoan",108.5561110,23AB024D-DBB4-47B8-9B52-A60111F33B10,Kesenden,Kota Cirebon,Kec. Kejaksan,KB000292,-6.7080560,Gedung Karesidenan Cirebon,PM.58/PW.007/MKP/2010,Pemerintah Daerah Jawa Barat,-,Prop. Jawa Barat,2010-06-22 00:00:00.000
112,Asia Afrika No. 56,Jl. Cikapundung Timur,Jl. Asia Afrika,Jl. Braga,Gedung Bioskop Majestic/ Kantor Perpustakaan Jawa Barat,107.6091780,8B9758F7-0AAD-4A76-AD16-8920FD2108DE,-,Kota Bandung,Kec. Bandung Wetan,KB000250,-6.9212170,Gedung Merdeka Bandung,238/M/1999,Pemerintah,-,Prop. Jawa Barat,1999-10-04 00:00:00.000
113,-,Jl. Panembahan Jati,Jl. Naskah,Jl. Siliwangi,Jl. Sekolah,108.4950000,BA09DD00-D8D3-4167-9CA2-58F7E2E7190F,Linggajati,Kab. Kuningan,Kec. Cilimus,KB000244,-6.8811110,Gedung Naskah Linggajati,133/M/1998,Negara,-,Prop. Jawa Barat,1998-06-16 00:00:00.000
114,Sumatra No. 41,Permukiman penduduk,Gedung keuangan/ Kadiklat Siliwangi,Jl. Sumatera,Sekolah SMP Pasundan,107.6120890,A2FEB2C4-5516-4A5E-B6ED-5623EC282A90,Merdeka,Kota Bandung,Kec. Sumur Bandung,KB000265,-6.9114490,Gedung Paguyuban Pasundan,PM.04/PW.007/MKP/2010,Yayasan Pasundan,Yayasan Pasundan,Prop. Jawa Barat,2010-01-08 00:00:00.000
115,Asia Afrika No. 63 (Jalan Cikapundung No. 2),Jl. Cikapundung Barat,Jl. Asia Afrika,Sungai Cikapundung,Jl. Naripan,107.6083680,97755C0B-E0CD-4005-8E25-67C12670C2D3,Braga,Kota Bandung,Kec. Sumur Bandung,KB000261,-6.9211430,Gedung PLN Distribusi Jawa Barat ,PM.04/PW.007/MKP/2010,PT. PLN,PT. PLN Distribusi Jawa Barat,Prop. Jawa Barat,2010-01-08 00:00:00.000
116,Pasuketan/Jalan Kantor,Jl. Talang,Jl. Palang Merah,Jl. Merdeka,Jl. Pasuketan/jalan kantor,108.5695070,12E51E3C-4F53-4661-A683-69432250A761,Lemahwungkuk,Kota Cirebon,Kec. Lemahwungkuk,KB000308,-6.7190940,Gedung PT. British American Tobaccos,PM.58/PW.007/MKP/2010,PT. British American Tobaccos,PT. British American Tobaccos,Prop. Jawa Barat,2010-06-22 00:00:00.000
117,Kebumen No. 1,Gedung SMPN 14 Cirebon,Permukiman penduduk,Gereja Pasundan,Jl. Kebumen,108.5744440,7F1B1EE3-81EF-428E-BD0F-22153B458F5C,Lemahwungkuk,Kota Cirebon,Kec. Lemahwungkuk,KB000306,-6.7222220,Gedung PT. Cipta Niaga Cirebon,PM.58/PW.007/MKP/2010,PT. Cipta Niaga,PT. Cipta Niaga,Prop. Jawa Barat,2010-06-22 00:00:00.000
118,Pangrango No. 34 Bogor 16151,"Jl. Pangrango, permukiman","Jl. Pangrango, hotel Pangrango",Permukiman,Permukiman,106.8303290,A7F1E2FC-568A-4F12-BAE9-11FECE96A2DA,Babakan ,Kota Bogor,Kec. Kota Bogor Tengah,KB000274,-6.5923320,Gedung RRI Regional II Bogor,PM.26/PW.007/MKP/2007,Bank Negara Indonesia,"Bank Negara Indonesia, RRI Regional Bogor",Prop. Jawa Barat,2007-03-26 00:00:00.000
119,P. Diponegoro No. 22,Jl. Cilamaya,Jl. Cimanggis,Jl. Cilaki/ Gedung Museum Pos Indonesia,Jl. P. Diponegoro/ Lapangan Gasibu,107.6186630,71A6DBA4-4D91-4EE4-94B0-EBDDD6C7E1A6,Cihaurgeulis,Kota Bandung,Kec. Coblong,KB000253,-6.9024720,Gedung Sate,PM.04/PW.007/MKP/2010,Pemerintah Provinsi Jawa Barat,Pemerintah Provinsi Jawa Barat,Prop. Jawa Barat,2010-01-08 00:00:00.000
120,Veteran,Minimarket Alfa Mart,"Jl. Veteran dan SD Kebon Baru IV, V, VII",Jl. Suratno,Permukiman penduduk,108.5658000,1C010E14-614B-46CF-8CC9-578F7B8FF3C3,Kebon Baru,Kota Cirebon,Kec. Kejaksan,KB000298,-6.7182000,"Gedung SD Negeri I, II, III, VI Kebon Baru Utara",PM.58/PW.007/MKP/2010,Pemerintah Kota Cirebon,Pemerintah Kota Cirebon,Prop. Jawa Barat,2010-06-22 00:00:00.000
121,Cicendo No. 2 RT 01 RW 04,Jl. Cicendo,Gedung Pakuan (Rumah Dinas Gubernur Jawa Barat),Masjid dan permukiman penduduk,"Penjahit Pop s, jalan R.S. Mata, R.S. Cicando",107.6043950,CA0A49DA-CC3D-4A78-A277-743EFBEE7720,Babakan Ciamis,Kota Bandung,Kec. Sumur Bandung,KB000263,-6.9107780,Gedung SLB Cicendo,PM.04/PW.007/MKP/2010,Pemerintah Provinsi Jawa Barat,P3ATR,Prop. Jawa Barat,2010-01-08 00:00:00.000
122,Semeru No. 41,Permukiman,Permukiman,Jl. Semeru,"Kompleks Kantor Gizi, permukiman",106.7839000,768D96B7-630E-4DA7-A396-E01BE29DCA91,Kebon Kelapa,Kota Bogor,Kec. Kota Bogor Tengah,KB000284,-6.5872200,Gedung SMA YZ-A2 Bogor,PM.26/PW.007/MKP/2007,Yayasan,TNI-AD,Prop. Jawa Barat,2007-03-26 00:00:00.000
123,Ir. H. Juanda No. 16,SMP-SMA Budi Kemuliaan,"Gg. Slot, Gedung LIPI",Jl. Ir. H. Juanda,Jl. Kapten Muslihat,106.7935614,ECC977C1-F274-4405-819F-2F703C83BE25,Paledang,Kota Bogor,Kec. Kota Bogor Tengah,KB000286,-6.5973729,Gedung SMA-SMP Negeri 1 Bogor,PM.26/PW.007/MKP/2007,Pemerintah Kota Bogor,Pemerintah Kota Bogor,Prop. Jawa Barat,2007-03-26 00:00:00.000
124,Jawa dan Sumatra No. 40,Jl. Sumatera,Jl. Jawa,SMPN 30 dan rumah penduduk,SLTP N 2,107.6143185,1E9DAC57-BA0D-421C-B1BC-1778BF6A4DD7,Braga,Kota Bandung,Kec. Sumur Bandung,KB000266,-6.9146810,Gedung SMP N 5 Bandung,PM.04/PW.007/MKP/2010,Dinas Pendidikan Provinsi Jawa Barat,Dinas Pendidikan Provinsi Jawa Barat,Prop. Jawa Barat,2010-01-08 00:00:00.000
125,Kebumen,Jalan SMP 13 dan gedung SMP 16,Permukiman penduduk,Gedung Cipta Niaga,Jl. Kebumen dan taman,108.5705860,11D42969-2CEC-4F78-8BA9-F11D79973F31,Lemahwungkuk,Kota Cirebon,Kec. Lemahwungkuk,KB000297,-6.7192590,Gedung SMP Negeri 14 Cirebon,PM.58/PW.007/MKP/2010,Pemerintah Kota Cirebon,Pemerintah Kota Cirebon,Prop. Jawa Barat,2010-06-22 00:00:00.000
126,Kebumen No. 49,Jl. Merdeka,SMPN 13,Jalan ke SMPN 13 dan SMPN 14,Jl. Kebumen,108.5733330,595E2AAF-E252-40B4-90A8-038A3D452255,Lemahwungkuk,Kota Cirebon,Kec. Lemahwungkuk,KB000320,-6.7227780,Gedung SMP Negeri 16 Cirebon,PM.58/PW.007/MKP/2010,Pemerintah Kota Cirebon,Pemerintah Kota Cirebon,Prop. Jawa Barat,2010-06-22 00:00:00.000
127,Sumatra No. 42,Jl. Sumatera,SMP 5 Bandung,Jl. Kalimantan,Poliklinik,107.6141020,1E051EE1-C6FD-499A-B536-E1E438B7B5E2,Merdeka,Kota Bandung,Kec. Sumur Bandung,KB000268,-6.9139780,Gedung SMP Negeri 2 Bandung,PM.04/PW.007/MKP/2010,Dinas Pendidikan Provinsi Jawa Barat,Dinas Pendidikan Provinsi Jawa Barat,Prop. Jawa Barat,2010-01-08 00:00:00.000
128,Gedong Sawah IV No. 9,Jl. Dewi Sartika,Permukiman,Jl. Gedong Sawah IV,Jl. Pengadilan,106.7939000,EBA37670-A670-4C49-ABFC-CB4E31B46EE0,Pabaton,Kota Bogor,Kec. Kota Bogor Tengah,KB000285,-6.5927800,Gedung SMP Negeri 2 Bogor,PM.26/PW.007/MKP/2007,Pemerintah Kota Bogor,Pemerintah Kota Bogor,Prop. Jawa Barat,2007-03-26 00:00:00.000
129,Siliwangi,Jl. Siliwangi,Hotel Langensari,Permukiman penduduk,Permukiman penduduk,108.5650000,935EC798-77B4-4952-B471-CDE078A1FE5C,Kebon Baru,Kota Cirebon,Kec. Kejaksan,KB000296,-6.7133330,Gedung SMP Negeri I Cirebon,PM.58/PW.007/MKP/2010,Pemerintah Kota Cirebon,Pemerintah Kota Cirebon,Prop. Jawa Barat,2010-06-22 00:00:00.000
130,Belitung No. 8,Jl. Kalimantan,Kantor Koperasi Militer (KODAM III) / perumahan penduduk,Jl. Bali,Jl. Belitung,107.6152690,B887BFD4-B4FF-4003-A58C-FB98575F8F40,Merdeka,Kota Bandung,Kec. Sumur Bandung,KB000267,-6.9123850,Gedung SMUN 3 dan SMUN 5 Bandung,PM.04/PW.007/MKP/2010,Dinas Pendidikan Provinsi Jawa Barat,Dinas Pendidikan Provinsi Jawa Barat,Prop. Jawa Barat,2010-01-08 00:00:00.000
